"Store_id","Store_Type","Location_Type","Region_Code","Latitude","Longitude","Avg_Sales","Total_Sales","Sales_SD","Discount_Rate"
237,"S2","L3","R3",36.5965611478314,-87.6025369900744,27258.2218604651,14065242.48,7603.17974338553,0.447674418604651
238,"S1","L1","R2",38.8387276349822,-83.4622151001822,33061.1973255814,17059577.82,7855.13060574029,0.437984496124031
239,"S3","L1","R3",37.024056664668,-87.6036426175851,46068.7144186046,23771456.64,11736.4298228776,0.455426356589147
240,"S3","L2","R3",36.4567388934083,-86.3749383748509,49657.6375,25623340.95,11523.7454374679,0.455426356589147
241,"S1","L1","R4",33.7555534709245,-91.3845950351097,43472.7161046512,22431921.51,11325.3235819876,0.451550387596899
242,"S4","L1","R1",41.2259399914183,-82.0295908062253,49165.0398837209,25369160.58,15100.1204498701,0.451550387596899
243,"S4","L2","R2",39.7340760874795,-85.9554563334677,56309.1298837209,29055511.02,15813.8603740849,0.437984496124031
244,"S2","L5","R4",34.7658720621839,-91.3150379164144,26246.9045930233,13543402.77,9523.90540851091,0.453488372093023
245,"S4","L1","R2",39.061254081782,-85.7948444639333,50909.7175,26269414.23,10813.9107681599,0.437984496124031
246,"S3","L1","R3",36.7864431189373,-88.5838599666022,47211.2269186047,24360993.09,19069.2899300137,0.453488372093023
247,"S1","L1","R3",37.3962376755662,-87.3284175763838,38209.5279651163,19716116.43,10858.370703179,0.451550387596899
248,"S1","L1","R2",38.5329905729741,-83.9726900025271,34585.1733139535,17845949.43,9999.49904551037,0.451550387596899
249,"S1","L3","R2",39.9895671705017,-85.8319397966843,36765.1788372093,18970832.28,13603.3703772706,0.451550387596899
250,"S2","L3","R4",34.481940117199,-91.436920103617,29409.9172093023,15175517.28,7708.72559580318,0.437984496124031
251,"S2","L3","R1",40.5372684689704,-80.6972021684051,31343.4287790698,16173209.25,11075.7784529934,0.451550387596899
252,"S3","L2","R1",40.4770394889172,-81.434312899597,51991.910872093,26827826.01,14444.1613050457,0.451550387596899
253,"S4","L2","R1",41.1081776078558,-81.8164774486795,54738.2571511628,28244940.69,19352.9351974266,0.455426356589147
254,"S4","L1","R1",40.5547864346299,-80.1026394993532,48217.2950581395,24880124.25,14944.3946839355,0.451550387596899
255,"S3","L2","R4",34.3961777999066,-91.098895250354,51062.3020348837,26348147.85,14040.6452868574,0.447674418604651
256,"S1","L2","R4",33.5373474041699,-91.9517245718744,48304.0806976744,24924905.64,11016.4210725003,0.437984496124031
257,"S1","L3","R1",40.3857033779146,-80.9094828034285,33208.6375,17135656.95,9576.74034227175,0.447674418604651
258,"S2","L4","R4",33.6970673815813,-91.7367599194404,25993.5737209302,13412684.04,6958.09687122099,0.449612403100775
259,"S4","L1","R1",40.9016796719749,-82.6748617535923,44195.061744186,22804651.86,11197.0635187465,0.437984496124031
260,"S1","L1","R4",33.6381941778818,-89.4919753624126,35944.6886046512,18547459.32,9359.99645913316,0.451550387596899
261,"S4","L2","R1",41.673703524936,-81.073623391334,51890.6552325581,26775578.1,15899.3196983033,0.451550387596899
262,"S1","L1","R1",41.5993618508102,-81.8086671864148,41705.2623255814,21519915.36,12407.2890453777,0.451550387596899
263,"S1","L5","R1",41.2461176322773,-80.028709228849,28894.4148255814,14909518.05,11722.8757331761,0.451550387596899
264,"S3","L1","R3",36.3003383567557,-87.8315619386267,45512.1528488372,23484270.87,14753.0063933258,0.451550387596899
265,"S2","L4","R2",38.9567166859051,-83.3682864503935,27621.0068023256,14252439.51,7624.95737821421,0.437984496124031
266,"S1","L1","R4",34.4733237194596,-90.0823396639898,36808.3624418605,18993115.02,10780.9681040047,0.437984496124031
267,"S4","L2","R1",40.671763050044,-82.0962447926868,51765.0868023256,26710784.79,15232.5858430677,0.437984496124031
268,"S1","L2","R1",40.6904518733965,-82.7164534081239,45525.7059883721,23491264.29,13896.618540487,0.455426356589147
269,"S1","L4","R1",40.1340413109399,-82.9193734794389,32014.2815697674,16519369.29,7604.49727475119,0.437984496124031
270,"S1","L1","R2",38.6561179540586,-84.648162858095,34373.1579651163,17736549.51,9680.88650079444,0.451550387596899
271,"S1","L3","R2",38.8299747665878,-85.4091164087877,38394.1960465116,19811405.16,11404.0598981225,0.451550387596899
272,"S2","L4","R2",39.9309268716024,-84.1814375438262,27832.2080813953,14361419.37,9523.03990364185,0.451550387596899
273,"S2","L3","R4",34.3783506562468,-90.8862069873139,27407.723372093,14142385.26,7037.88367199953,0.447674418604651
274,"S4","L2","R4",33.7231669656467,-89.2797594293952,58477.6220348837,30174452.97,18221.7326829237,0.451550387596899
275,"S4","L1","R1",41.4095679262653,-82.7974408136215,47333.7219186046,24424200.51,13118.4503932335,0.445736434108527
276,"S1","L1","R2",39.3907577396603,-84.9813837960828,41697.4656976744,21515892.3,12024.650505472,0.455426356589147
277,"S1","L3","R1",41.7521885806462,-81.9397586383857,33807.7772093023,17444813.04,10928.0269719498,0.451550387596899
278,"S4","L1","R4",34.1083122832933,-90.4321880724747,55767.9283139535,28776251.01,14685.5090160329,0.451550387596899
279,"S2","L3","R2",39.0777873899788,-84.7423015017994,28785.5298255814,14853333.39,6636.85849303622,0.437984496124031
280,"S4","L2","R2",38.6354831263889,-85.8579849801026,62768.0229651163,32388299.85,17919.4790612415,0.455426356589147
281,"S1","L4","R1",41.3896083881613,-80.8446083466988,32464.4249418605,16751643.27,9096.0253996498,0.447674418604651
282,"S1","L2","R2",39.6184543259442,-85.4794638606254,51246.1340697674,26443005.18,12479.0716291452,0.451550387596899
283,"S4","L1","R1",40.7741938108578,-82.3891727325972,47175.1650581395,24342385.17,15520.7758893606,0.453488372093023
284,"S4","L2","R3",36.5139954537153,-86.7752545240801,53533.193255814,27623127.72,14662.3482636491,0.451550387596899
285,"S1","L3","R3",35.5383820612915,-86.4519845654722,31320.0669186047,16161154.53,9915.31673055916,0.451550387596899
286,"S4","L2","R4",34.1953606457682,-90.7287708895747,64028.6493604651,33038783.07,28417.9460245299,0.447674418604651
287,"S1","L4","R1",40.2103781099664,-82.1568098866846,33852.6186627907,17467951.23,11512.4928070149,0.451550387596899
288,"S3","L2","R3",36.782925278414,-86.4472471675836,51733.5688372093,26694521.52,12396.2455389412,0.455426356589147
289,"S2","L5","R2",39.3506791992113,-83.4691050902475,22584.3428488372,11653520.91,7464.61989063026,0.451550387596899
290,"S1","L1","R3",36.0584476212971,-87.1547892454546,36702.2429651163,18938357.37,8400.32394571066,0.437984496124031
291,"S1","L3","R1",40.6061610304518,-82.3405045648105,35688.693255814,18415365.72,7337.78113027208,0.437984496124031
292,"S1","L1","R1",40.271226689918,-80.7106798929162,35331.4013372093,18231003.09,8903.00454356199,0.437984496124031
293,"S2","L4","R2",38.5845733380411,-83.6302701102104,25107.1133139535,12955270.47,9313.0907823137,0.451550387596899
294,"S4","L2","R2",39.2543624561513,-85.2364767526742,67389.2734883721,34772865.12,18849.037848191,0.455426356589147
295,"S1","L1","R1",41.3822205835255,-80.4773372025229,36801.0644767442,18989349.27,10058.6653970774,0.437984496124031
296,"S1","L1","R1",41.4882300089346,-80.2075367837679,37829.4758139535,19520009.52,9258.55973935695,0.437984496124031
297,"S2","L3","R4",34.5172965916572,-89.1407330427319,29827.8074418605,15391148.64,9412.9632377078,0.451550387596899
298,"S4","L1","R1",40.2761193964398,-82.1901733418927,63125.3635465116,32572687.59,17349.3997531988,0.449612403100775
299,"S1","L1","R3",36.0376068996266,-88.8899363542441,42069.4430232558,21707832.6,12098.7082179912,0.451550387596899
300,"S2","L5","R2",38.8529032870429,-83.8784787568729,25749.7784883721,13286885.7,9662.53076959448,0.410852713178295
301,"S1","L3","R2",38.6124351267936,-83.7727843450848,34077.2749418605,17583873.87,8691.7502755301,0.437984496124031
302,"S1","L4","R2",39.9034692208515,-85.2129308194853,30475.6416860465,15725431.11,8481.5186192285,0.451550387596899
303,"S4","L2","R1",41.4244120007381,-81.4282007690053,63165.9206395349,32593615.05,15309.631286193,0.455426356589147
304,"S1","L1","R4",33.5798891547602,-90.2418708903715,34853.8212209302,17984571.75,13125.1611213323,0.455426356589147
305,"S4","L1","R1",41.1712241497822,-80.2061157606076,51946.0927906977,26804183.88,15008.7777828225,0.451550387596899
306,"S1","L3","R2",38.5301110137952,-83.466934787808,32230.8725581395,16631130.24,8796.8664496203,0.451550387596899
307,"S1","L5","R2",39.2819707695162,-83.2401727575343,27348.5938953488,14111874.45,9300.85569147867,0.447674418604651
308,"S4","L2","R3",36.6190917384811,-88.8304198111873,55049.5272093023,28405556.04,15286.9528983971,0.451550387596899
309,"S1","L5","R1",40.8691792701837,-82.550836768467,32111.1820348837,16569369.93,8117.32444786119,0.447674418604651
310,"S2","L5","R1",40.936898658867,-80.9706582578365,23264.3344186047,12004396.56,8881.88501916995,0.451550387596899
311,"S4","L2","R2",39.3809171862667,-83.4394049542025,58538.7731395349,30206006.94,17087.4140703258,0.451550387596899
312,"S4","L2","R1",40.8899321012199,-81.5850546716247,86996.740755814,44890318.23,19250.2846427673,0.437984496124031
313,"S1","L3","R1",41.3125743012177,-80.5666994941421,31624.139244186,16318055.85,11103.870825702,0.439922480620155
314,"S1","L1","R2",39.1891370075755,-85.0557789520826,41513.5270930233,21420979.98,11432.8780770391,0.455426356589147
315,"S4","L2","R1",40.7031312657753,-81.4537703478709,71348.5494767442,36815851.53,24062.2643280556,0.453488372093023
316,"S4","L2","R1",41.4647808639565,-80.888831691118,52729.3681395349,27208353.96,14325.0590859887,0.447674418604651
317,"S3","L1","R1",41.5207050229423,-82.4573614699766,41869.4820348837,21604652.73,12491.8271373702,0.453488372093023
318,"S1","L3","R2",39.7468329683179,-83.6426743755583,35347.803372093,18239466.54,10099.8320013029,0.437984496124031
319,"S3","L1","R2",39.8298491813475,-83.2948873976711,48218.4796511628,24880735.5,14665.730475163,0.453488372093023
320,"S2","L3","R2",39.9289668609854,-84.4177773555275,29336.525,15137646.9,10895.6669098467,0.451550387596899
321,"S3","L1","R2",39.3259250827832,-85.5256728548557,44324.6611627907,22871525.16,14263.2522821069,0.453488372093023
322,"S2","L3","R4",34.3842884757323,-90.2982825851068,29943.6038953488,15450899.61,9681.43515337241,0.451550387596899
323,"S1","L4","R1",40.3499821517849,-81.8376493935939,31150.8280813953,16073827.29,7210.86587294106,0.447674418604651
324,"S1","L2","R3",36.578821465373,-88.269357673591,51030.5751162791,26331776.76,18226.0533938311,0.453488372093023
325,"S3","L1","R2",38.8807311947457,-83.8308301337529,44893.5596511628,23165076.78,10193.0260122362,0.437984496124031
326,"S3","L1","R1",40.1573372140992,-82.0219450436998,47228.4354069767,24369872.67,16109.1883657487,0.451550387596899
327,"S4","L1","R3",36.8183958516456,-86.9166452737991,50322.3652906977,25966340.49,12924.3867898066,0.451550387596899
328,"S1","L3","R1",40.1592871669447,-80.9106366576161,30286.3877906977,15627776.1,7599.09468581133,0.437984496124031
329,"S4","L2","R3",36.0765324095264,-87.1732346389908,56444.9115697674,29125574.37,16054.5116816787,0.455426356589147
330,"S4","L2","R1",41.6556083947886,-81.8928132751025,56402.1106395349,29103489.09,15032.2763371791,0.451550387596899
331,"S1","L1","R4",33.6490194948856,-90.5454177823849,36405.8539534884,18785420.64,8576.92770710294,0.437984496124031
332,"S2","L5","R1",40.5866850927938,-81.6261026975699,27010.6009883721,13937470.11,8918.64997603783,0.451550387596899
333,"S1","L1","R3",36.1126225176267,-88.8685142186005,36043.4398255814,18598414.95,10170.3170128544,0.451550387596899
334,"S3","L2","R2",39.14291963703,-85.4634525082074,53586.6919767442,27650733.06,15295.491632618,0.439922480620155
335,"S1","L1","R3",35.6554431086406,-86.4418028364889,39452.9895930233,20357742.63,12687.0473144629,0.453488372093023
336,"S4","L2","R1",40.9373631312978,-80.0851615911815,68747.6697674419,35473797.6,20534.5954921628,0.451550387596899
337,"S4","L2","R1",41.2855354025727,-82.6267377620097,95624.8409302326,49342417.92,26078.1825902798,0.439922480620155
338,"S4","L2","R1",41.1904860017821,-81.1091297701932,60020.555,30970606.38,20465.7074355298,0.451550387596899
339,"S4","L2","R1",41.1946689554723,-80.8883989823516,61614.8095348837,31793241.72,17250.8405723728,0.451550387596899
340,"S4","L2","R3",36.6239263177849,-88.930539771216,56534.1201162791,29171605.98,16001.2072589916,0.451550387596899
341,"S1","L1","R2",39.4476833075751,-83.4316608377267,40544.4540116279,20920938.27,8436.66347338114,0.437984496124031
342,"S4","L1","R1",40.3029881259659,-82.863991695689,50297.0708139535,25953288.54,13115.3192761193,0.447674418604651
343,"S1","L1","R2",39.0646667397814,-84.0051393748727,40922.8938953488,21116213.25,12020.2182938008,0.455426356589147
344,"S1","L5","R1",40.4826246964047,-80.7640810720623,33194.2590116279,17128237.65,7683.28449676632,0.437984496124031
345,"S1","L1","R3",36.7802969729528,-88.7578305117786,41524.7903488372,21426791.82,12102.9329903619,0.451550387596899
346,"S4","L1","R1",40.7293651574291,-82.5409803537186,57465.0434883721,29651962.44,15161.7086103776,0.447674418604651
347,"S1","L1","R1",41.7716953073395,-81.6534044735599,39568.9175581395,20417561.46,11672.7442113884,0.451550387596899
348,"S3","L1","R1",40.7601424957626,-82.4410258622374,43158.9741860465,22270030.68,11068.4860374394,0.455426356589147
349,"S1","L1","R4",34.2475384889403,-90.6959382861387,43109.8663953488,22244691.06,13034.5095471508,0.451550387596899
350,"S1","L3","R2",39.2302343100309,-83.2953430120833,35118.475872093,18121133.55,10083.7326197158,0.453488372093023
351,"S1","L4","R3",36.2846625079401,-87.1123419250362,30772.6076744186,15878665.56,8961.82908038439,0.451550387596899
352,"S4","L1","R1",41.7446981403511,-82.0238535450771,46345.3813372093,23914216.77,17822.6280097329,0.451550387596899
353,"S1","L3","R3",36.1392842386849,-87.811624432914,32738.5337209302,16893083.4,10347.7496977539,0.451550387596899
354,"S4","L2","R1",40.3772195596946,-82.8794006211683,75834.5462790698,39130625.88,15644.4704677976,0.437984496124031
355,"S2","L4","R2",38.6618303202558,-84.0175415377598,26949.6287790698,13906008.45,6763.04300960553,0.437984496124031
356,"S3","L3","R1",41.7761220808839,-80.1151146874763,37612.833255814,19408221.96,11074.221107462,0.455426356589147
357,"S4","L1","R1",41.2369115796871,-81.0172385375481,54542.0969186046,28143722.01,16236.6300832337,0.403100775193798
358,"S3","L1","R1",40.8121570247458,-82.9738477426581,45090.4174418605,23266655.4,9787.6205333884,0.437984496124031
359,"S2","L3","R2",39.8079982355703,-84.6302408920601,30614.7065116279,15797188.56,8664.87455481111,0.451550387596899
360,"S2","L1","R1",41.5199340439169,-80.850158453919,31436.7926744186,16221385.02,7851.3323280789,0.437984496124031
361,"S1","L3","R1",40.3444889741717,-82.9154536705464,33521.8637790698,17297281.71,10459.0221329094,0.451550387596899
362,"S1","L3","R3",35.6580113633536,-86.6685072258115,34065.9205232558,17578014.99,10303.3824456033,0.455426356589147
363,"S1","L1","R2",39.4191694734618,-84.4415117634926,41357.3937790698,21340415.19,12445.4650674849,0.439922480620155
364,"S2","L3","R2",39.6898362516658,-84.7614809272345,30277.2246511628,15623047.92,8645.03470322041,0.437984496124031
365,"S2","L1","R2",38.5342820251826,-83.5183491492644,30750.4290116279,15867221.37,10437.6916804352,0.451550387596899
