"Store_id","Store_Type","Location_Type","Region_Code","Latitude","Longitude","Forecasted_Sales","Forecast_SD"
312,"S4","L2","R1",40.8899321012199,-81.5850546716247,88264.6565061475,10473.558102733
313,"S1","L3","R1",41.3125743012177,-80.5666994941421,37038.1375192111,6740.34151363371
314,"S1","L1","R2",39.1891370075755,-85.0557789520826,41198.1169633709,6430.18038426343
315,"S4","L2","R1",40.7031312657753,-81.4537703478709,72393.2317494877,11154.3989394757
316,"S4","L2","R1",41.4647808639565,-80.888831691118,60386.9765625,8675.89270835642
317,"S3","L1","R1",41.5207050229423,-82.4573614699766,45377.634477459,7568.90203641
318,"S1","L3","R2",39.7468329683179,-83.6426743755583,36915.3767610143,6466.06563837705
319,"S3","L1","R2",39.8298491813475,-83.2948873976711,48139.8845414959,8338.74674279113
320,"S2","L3","R2",39.9289668609854,-84.4177773555275,31576.5909003586,5546.46065471784
321,"S3","L1","R2",39.3259250827832,-85.5256728548557,47449.2245773566,8634.86361787274
322,"S2","L3","R4",34.3842884757323,-90.2982825851068,31288.0879226434,5095.18678843316
323,"S1","L4","R1",40.3499821517849,-81.8376493935939,33684.4564228996,6330.17010072257
324,"S1","L2","R3",36.578821465373,-88.269357673591,52110.5874743852,9398.35391945042
325,"S3","L1","R2",38.8807311947457,-83.8308301337529,47703.9918673156,8080.98205078295
326,"S3","L1","R1",40.1573372140992,-82.0219450436998,47059.6985143443,8539.84814862045
327,"S4","L1","R3",36.8183958516456,-86.9166452737991,53598.3747438525,8117.34722251184
328,"S1","L3","R1",40.1592871669447,-80.9106366576161,35778.577036373,6257.77016488101
329,"S4","L2","R3",36.0765324095264,-87.1732346389908,62782.7820824795,9784.4594165513
330,"S4","L2","R1",41.6556083947886,-81.8928132751025,61366.842085041,8931.05480153933
331,"S1","L1","R4",33.6490194948856,-90.5454177823849,40215.4468493852,6074.48532760866
332,"S2","L5","R1",40.5866850927938,-81.6261026975699,26632.0554239242,5258.92087124744
333,"S1","L1","R3",36.1126225176267,-88.8685142186005,40994.7831070697,6705.65555271604
334,"S3","L2","R2",39.14291963703,-85.4634525082074,56984.193071209,8956.76923680527
335,"S1","L1","R3",35.6554431086406,-86.4418028364889,40994.7831070697,6705.65555271604
336,"S4","L2","R1",40.9373631312978,-80.0851615911815,69904.5665343238,11085.6701030874
337,"S4","L2","R1",41.2855354025727,-82.6267377620097,94759.8970286885,14399.7731704086
338,"S4","L2","R1",41.1904860017821,-81.1091297701932,65151.9941726434,9136.07174411231
339,"S4","L2","R1",41.1946689554723,-80.8883989823516,65151.9941726434,9136.07174411231
340,"S4","L2","R3",36.6239263177849,-88.930539771216,62718.0630122951,9980.66311279041
341,"S1","L1","R2",39.4476833075751,-83.4316608377267,41273.6454918033,6399.42758301406
342,"S4","L1","R1",40.3029881259659,-82.863991695689,53709.0620517418,8088.47539387835
343,"S1","L1","R2",39.0646667397814,-84.0051393748727,41110.7474065061,6458.84543613484
344,"S1","L5","R1",40.4826246964047,-80.7640810720623,33840.0999295594,6034.53962525226
345,"S1","L1","R3",36.7802969729528,-88.7578305117786,41308.0332351434,6605.92118969354
346,"S4","L1","R1",40.7293651574291,-82.5409803537186,56879.1063652664,8615.52836755008
347,"S1","L1","R1",41.7716953073395,-81.6534044735599,40789.016201332,6546.39106604465
348,"S3","L1","R1",40.7601424957626,-82.4410258622374,45152.9560066598,7706.84663655983
349,"S1","L1","R4",34.2475384889403,-90.6959382861387,42425.8106429303,6982.22492013437
350,"S1","L3","R2",39.2302343100309,-83.2953430120833,36505.5080686475,6566.83022502951
351,"S1","L4","R3",36.2846625079401,-87.1123419250362,33509.3936027152,6381.63112496537
352,"S4","L1","R1",41.7446981403511,-82.0238535450771,51306.8299180328,8782.08431027404
353,"S1","L3","R3",36.1392842386849,-87.811624432914,36500.7959784836,6527.72207513354
354,"S4","L2","R1",40.3772195596946,-82.8794006211683,76970.781826332,7141.66891101556
355,"S2","L4","R2",38.6618303202558,-84.0175415377598,29027.8074731045,4864.9404989409
356,"S3","L3","R1",41.7761220808839,-80.1151146874763,40896.0171298668,6563.63991203506
357,"S4","L1","R1",41.2369115796871,-81.0172385375481,53807.1490778689,7957.55482518984
358,"S3","L1","R1",40.8121570247458,-82.9738477426581,46507.3276767418,7304.2639870171
359,"S2","L3","R2",39.8079982355703,-84.6302408920601,31576.8929623463,5433.40980283392
360,"S2","L1","R1",41.5199340439169,-80.850158453919,35357.6974257172,4936.52089661228
361,"S1","L3","R1",40.3444889741717,-82.9154536705464,36478.8813076332,6575.0405410056
362,"S1","L3","R3",35.6580113633536,-86.6685072258115,36626.108286373,6672.20578053658
363,"S1","L1","R2",39.4191694734618,-84.4415117634926,42015.981557377,6880.7142890859
364,"S2","L3","R2",39.6898362516658,-84.7614809272345,32275.4239561988,5394.09507549097
365,"S2","L1","R2",38.5342820251826,-83.5183491492644,35207.0741226947,5302.49221312284
